FID;ID_MANANTIAL;LATITUD;LONGITUD;FECHA;CAUDAL;TEMPERATUR;OLOR;CARBONATO_;BICARBONAT;SULFURO_HI;PH_LABORATORIO;CONDUCTIVIDAD;ALCALINIDAD;BICARBON_1;CARBONATOS;SOLIDOS_SO;SOLIDOS_TOTAL;CLORUROS;SULFATOS;NITRATOS;CALCIO;MAGNESIO;ESTRONCIO;SODIO;POTASIO;HIERRO;MANGANESO;ALUMINIO;SILICIO;SILICE;BORO;LITIO;FLUOR;MERCURIO;ZINC;YODURO;BROMURO;NIQUEL;ARSENICO;ANTIMONIO;CESIO;RUBIDIO;DEUTERIO;OXIGENO18;GAS_CARBON;SULFURO__1;METANO;ARGON;NITROGENO;HELIO;HIDROGENO;RADON;PH_IN_SITU;CONDUCTIVIDAD_ELÉCTRICA;AMONIO;OXIGENO;CONSULTABL;OBSERVACIO;DEPOSITOS_;CLASIFICACIÓN;MONOXIDO_C;FOSFATOS;x;y
126;1210;2,4766916;-76,37705621;8/22/2012;0;47,5;;0;2371,68;0;6,43;7190;1944;2371,68;0;0;0;1596,642994;665,4480858;-999;124;28;6,5;1600;103,5;-999;0,1;-999;57,9;124,0714286;31,7;5,5;0,483914256;0;-999;0;0;0;0;0;0;0;-77,35880709;-9,723852086;0;0;0;0;0;0;0;0;6,43;7190;0;0;1;En el fondo del cauce hay depositación de óxidos de hierro. Hay materia orgánica en descomposición sobrenadando;Óxidos de Hierro;Clorurada-Bicarbonatada;0;-999;-76,37705621;2,476691595
127;1211;2,47669141;-76,37668758;8/22/2012;0,5;53,7;;0;2381,44;0,395;6,55;7220;1952;2381,44;0;0;0;1250;770;-999;116,5;28;6,5;1605;103,5;0,8;0,2;-999;57,3;122,7857143;29,2;5,5;0,576236491;0;-999;0;0;0;0;0;0;0;-75,92233496;-9,637047843;0;0;0;0;0;0;0;0;6,55;7220;0;0;1;Se observa burbujeo abundante. En el lecho hay fuerte oxidación de hierro;;Bicarbonatada-Clorurada;0;-999;-76,37668758;2,476691405
128;1214;2,47383429;-76,32661924;8/23/2012;0,54;25,2;;0;195,2;0,66;7,12;174;160;195,2;0;0;0;0;1,520232596;0,834759593;9,5;8,5;-999;16,5;3;-999;0,1;-999;44,8;96;-999;-999;0,37103142;0;-999;0;0;0;0;0;0;0;-78,14901593;-11,07950129;0;0;0;0;0;0;0;0;7,12;174;0;0;1;Agua potable. Se observan desechos antrópicos (empaques y botellas plásticos);;Bicarbonatada;0;0,471015147;-76,32661924;2,473834289
129;1303;4,70795805;-74,08765927;4/29/2002;0;36;Ausente;0;143;0;7,3;285;117,21;143;0;0;0;8,82;-999;7,42;14,9;2,83;0,107;32,8;4,18;1,49;0,47;-999;9,6;20,6;-999;-999;0,339;0,7;0;-999;-999;0;-999;-999;-999;-999;-64,8;-9,03;0;0;0;0;0;0;0;0;6,446;285;0,103;0;1;;;Bicarbonatada;0;2,53;-74,08765927;4,707958049
130;1015;4,84560764;-75,28933509;10/28/1994;0;29,3;Leve;0;0;17,12;3,9;0;0;0;0;0;0;186,5;1782;0;518;120;0;118;16,5;0,1;2,9;21;29;62,14285714;0;0,1;0;0;-999;0;0;0;0;0;0;0,05;0;0;0;0;0;0;0;0;0;0;3,9;0;0;0;1;;Pátina Blanca;Sulfatada;0;0;-75,28933509;4,845607642
131;1273;2,77299213;-76,04034748;7/13/2012;0;38,5;;0;58,6;0;7,24;1347;78,040984;58,6;0;0;0;347;74,9;-999;51,3;1,3;1,3;235;6,7;-999;0,1;-999;30,6;65,571429;0,5;0,5;1,8;0;-999;0;0;0;0;0;0;0;-64,7;-9,36;0;0;0;0;0;0;0;0;7,24;1347;0;0;1;;;Clorurada;0;-999;-76,04034748;2,772992126
132;916;4,61706663;-75,33655618;7/31/1982;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;Nombre en informe: El Rancho;;;0;0;-75,33655618;4,617066631
133;989;6,46061759;-72,43249788;3/4/2010;1,2;28,9;Ausente;0;444,1;0;7,24;1398;364,0163934;444,1;0;758;0;271,6;0,6;1,61;24,13;7,24;1,13;290;16,64;0,4;0,13;-999;13,5;28,92857143;0,21;0,76;0,51;0;-999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,24;1398;0;0;1;;;Clorurada;0;0,01;-72,43249788;6,460617593
134;1012;4,84798202;-75,53377436;7/8/2011;0;0;;0;285,48;0;6,3;3550;234;285,48;0;1802;1862;814,6328585;37,36781712;-999;49,195;16,654;0,755;492,85;58,06;0,914;-999;-999;36,5745;78,24382785;0,2;4,545;1,346191557;133;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,3;3550;0;0;1;;;;0;-999;-75,53377436;4,847982017
135;1013;4,90316994;-75,3344444;5/31/1995;0;62;Leve;0;0;0;2,73;0;0;0;0;0;0;58,6;962;0;316;52,4;0;38,8;17,8;1,4;0,8;11,6;94;201,4285714;0;-999;0;0;-999;0;0;0;0;0;0;-999;0;0;0;0;0;0;0;0;0;0;2,73;0;0;0;1;;Pátina Blanca;Sulfatada Cálcica;0;0;-75,3344444;4,903169935
136;1014;4,94484235;-75,28911706;5/28/2011;1;58;Leve;0;0;0;1,25;21620;0;0;0;9364;0;1244,560963;10106,94556;-999;138;124;2;255;182;114;5,1;576;73;156,4285714;0;-999;17,84;1,095;0;0;0;0;0;0;0;0;-99,61475628;-12,71233888;0;0;0;0;0;0;0;0;1,25;21620;0;0;1;;Pátina Blanca;Sulfatada;0;-999;-75,28911706;4,944842352
137;1274;2,77131143;-76,04165278;7/13/2012;0;37,4;;0;40,3;0;6,73;1140;33,032787;40,3;0;0;0;305;49;0,7;40,9;1,3;1;180;4,4;-999;0,1;-999;26;55,714286;0,3;0,5;1,5;0;-999;0;0;0;0;0;0;0;-62,32;-9,06;0;0;0;0;0;0;0;0;6,73;1140;0;0;1;;;Clorurada;0;-999;-76,04165278;2,77131143
138;1276;2,77157477;-76,04295643;7/13/2012;1;32,4;;0;84,6;0;7,31;724;69,311475;84,6;0;0;0;164;30,4;0,6;38,3;2,9;1,4;99,7;4,1;-999;0,1;-999;33,5;71,785714;0,2;0,4;0,8;0;-999;0;0;0;0;0;0;0;-62,67;-9,08;0;0;0;0;0;0;0;0;7,31;724;0;0;1;;;Clorurada;0;0,6;-76,04295643;2,771574773
139;1183;4,89038486;-75,39593503;7/28/2011;1,5;46;Fuerte;0;512,4;0;5,94;1196;420;512,4;0;972;982;5,5;279;-999;111;41;-999;105,7;16,9;0,1;-999;-999;99,1;212,3571429;0;2,7;0,53;-999;0;0;0;0;0;0;0;0;-95,77919468;-14,73603669;0;0;0;0;0;0;0;0;5,94;1196;0;0;1;;Azufre Coloidal;Bicarbonatada;0;-999;-75,39593503;4,89038486
140;979;5,75633266;-73,11037936;3/13/2012;0;69,4;;0;2905;0;6,8;43100;2381,147541;2905;0;38676;39012;5339;18864;75,6;123;20;5,5;14320;1530;0,4;1,8;-999;22;47,14285714;5,9;21;20,2;0;0;0;0;0;0;0;0;0;-70,88;-7,687336612;0;0;0;0;0;0;0;0;6,84;43100;0;0;1;;;Sulfatada;0;-999;-73,11037936;5,756332662
141;980;5,72833633;-73,11348662;3/22/2009;0,5;49,5;Leve;0;3050;0;7,1;53100;2500;3050;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,1;53100;0;0;1;;Sulfatos;;0;0;-73,11348662;5,728336327
142;981;4,81898205;-73,67645721;4/3/2000;0;57,9;Ausente;0;472,5;0;7;0;387;472,5;0;0;0;195;0;0;22,84;1,5;0;240;10;0;0;0;35,9;77;0,1;0,2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;1;;Óxidos de Hierro;Bicarbonatada;0;0;-73,67645721;4,818982045
143;1184;4,9134677;-75,41298066;7/30/2011;0,1;27;Ausente;0;732;0;6,1;1328;600;732;0;972;1038;21;203;0,4;104,2;74;-999;69,6;16,5;4,1;-999;-999;85,6;183,4285714;0;0,9;0,71;-999;0;0;0;0;0;0;0;0;-111,9945038;-15,19114174;0;0;0;0;0;0;0;0;6,1;1328;0;0;1;;Óxidos de Hierro;Bicarbonatada;0;-999;-75,41298066;4,913467701
144;1185;4,86034024;-75,37868788;3/14/1996;0,3;52,4;Ausente;0;376,98;0;6,45;0;309;376,98;0;0;0;0;338,1;0;30;36,4;0;126;40,2;2;0,2;0,1;80;171,4285714;0;0,2;0;0;-999;0;0;0;0;0;0;1,14;0;0;0;0;0;0;0;0;0;0;6,45;0;0;0;1;;Óxidos de Hierro;;0;0;-75,37868788;4,86034024
145;1186;7,90699988;-72,65690827;8/11/2010;0,8;53,8;Ausente;0;48,8;0;5,59;272,2;40;48,8;0;0;114;32;24,42578155;-999;16,404;5,944;0,16;31,86;7,932;0,368;0,363;0;9,98;21,38571429;0,212297947;0,24;-999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,59;272,2;0;0;1;Balance iónico 14,6 con CE 272 uS/cm;;Clorurada;0;-999;-72,65690827;7,906999875
146;1187;7,87713362;-72,4752348;8/11/2010;1;45,7;Ausente;0;73,2;0;5,92;111,4;60;73,2;0;0;136;4,936614869;-999;-999;7,468;3,8732;0,12;8,008;6,124;0,859;0,305;0;13,33;28,56428571;-999;0,04;0,813642516;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5,92;111,4;0;0;1;;;Bicarbonatada;0;1,560351467;-72,4752348;7,877133617
147;1188;7,65274654;-72,61553554;8/12/2010;1;50,7;Leve;0;305;0;7,04;654;250;305;0;0;572;85,68139741;26,46089764;-999;31,952;6,812;0,44;106,48;7,488;0,039;0,191;0;20,37;43,65;1,275632442;0,16;1,148832739;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,04;654;0;0;1;;Azufre Coloidal;Bicarbonatada;0;-999;-72,61553554;7,652746538
148;1189;7,63117193;-72,62700608;8/12/2010;0,8;45;Ausente;0;305;0;6,59;489;250;305;0;0;424;32,9449379;21,7959292;-999;43,68;3,6812;0,64;63,32;9,848;0,24;0,203;0,0108;22,06;47,27142857;0,677591928;0,2;1,20486063;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,59;489;0;0;1;;;Bicarbonatada;0;-999;-72,62700608;7,631171932
149;1110;5,5042889;-75,03019643;4/28/2011;0,5;33;Ausente;0;854;0;6,22;3200;700;854;0;2270;2448;918,8;2,906846488;1,600950499;158,5;58,5;0;470,5;123,45;4,65;0,466;-999;78,3;167,7857143;0;5,4;0,073;0;-999;0;0;0;0;0;0;0;-50,71955438;-8,026712547;0;0;0;0;0;0;0;0;6,22;3200;0;0;1;Posible asociación a volcán El Escondido, recientemente identificado.;Óxidos de Hierro;Clorurada;0;-999;-75,03019643;5,504288902
150;1111;5,50470477;-75,03022417;4/28/2011;0,2;39;Ausente;0;1732,4;0;6,26;7770;1420;1732,4;0;4658;4854;1955,625;5,322580213;0,406903364;301;90,3;0;1071;240,5;9,67;0,674;-999;79,8;171;0;13,8;0,0705;0;-999;0;0;0;0;0;0;0;-47,3268116;-6,622033482;0;0;0;0;0;0;0;0;6,26;7770;0;0;1;Posible asociación a volcán El Escondido, recientemente identificado.;Óxidos de Hierro;Clorurada;0;-999;-75,03022417;5,504704774
151;1112;5,50445614;-75,03300295;2/20/2015;1,5;37,9;;0;1933,98975;0,54111;6,48;12550;0;1933,98975;0;4920;5100;2349,12;2,0646;0,593;344,8;113,68;3,42;1278,4;270;0,746;0,7285;-999;74,395;159,413606;4,2;7,822;0,2452;0;-999;0;0;0;0;0;0;0;-47,2847394;-6,91716778;0;0;0;0;0;0;0;0;6,48;12550;0;0;1;;;;0;-999;-75,03300295;5,504456142
152;1224;2,35185189;-76,41013862;7/10/2012;0;47;;0;0;11,655;1,73;8860;0;0;0;0;0;942,4267365;3606,252674;-999;206;284;1;284,5;72,5;56,6;12,1;142;70,9;151,9285714;2;-999;9,171328588;0;0,9;0;0;0;0;0;0;0;-81,20863347;-11,53911545;0;0;0;0;0;0;0;0;1,73;8860;0;0;1;Punto tambien conocido como el basurero. El termal aflora en un drenaje y  descarga en el rio Vinagre;Azufre;Sulfatada;0;67,12049149;-76,41013862;2,351851892
153;1230;2,307599;-76,50412133;8/14/2012;0;23,8;;0;272,06;0;6,81;339;223;272,06;0;0;0;13,9;14,6;2,06;16,2;11,6;0,2;53,2;14,4;-999;-999;-999;50,1;107,3571429;0,681;-999;0,336076764;0;0,1;0;0;0;0;0;0;0;-75,91165872;-11,37137721;0;0;0;0;0;0;0;0;6,81;339;0;0;1;Materia orgánica sobrenadante;;Bicarbonatada;0;0,651475637;-76,50412133;2,307598996
154;1234;2,30570094;-76,50671117;8/14/2012;2,5;30,3;;0;414,8;0;6,93;606;340;414,8;0;0;0;30,96488613;31,22955478;1,661448591;24,2;18;0,45;84,4;20,5;-999;0,1;-999;56;120;0,704;0,2;0,380768226;0;0,1;0;0;0;0;0;0;0;-75,29386323;-10,67831273;0;0;0;0;0;0;0;0;6,93;606;0;0;1;Hay peces y algas. No se observa burgujeo.;;Bicarbonatada;0;0,296028337;-76,50671117;2,305700938
155;1213;2,51180604;-76,3963242;8/23/2012;0;24,1;;0;4294,4;0,132;6,53;11860;3520;4294,4;0;0;0;2960;578;10,38887267;322;118;11;2640;120;0,3;0,4;-999;54,9;117,6428571;72,8;9;0,358417786;0;-999;0;0;0;0;0;0;0;-69,29711069;-7,656342746;0;0;0;0;0;0;0;0;6,53;11860;0;0;1;Presenta alta oxidación de hierro y materia orgánica. Hay desechos antrópicos (empaques y botellas plásticos). Flujo moderado de gases.;;Clorurada;0;-999;-76,3963242;2,511806039
156;1225;2,38524802;-76,43054028;7/10/2012;20;25,4;;0;0;0,538;2,24;3760;0;0;0;0;0;402,6592556;1222,316782;1,474839841;71,5;103,6;0,2;97,8;23,3;19,1;4,9;44,8;57;122,1428571;0,7;0,1;6,082098895;0;0,4;0;0;0;0;0;0;0;-74,74386838;-10,62427053;0;0;0;0;0;0;0;0;2,24;3760;0;0;1;Cerca al punto a 50m,  en dirección NE  se evidenció un afloramiento de agua termal con características similares.;;Sulfatada;0;-999;-76,43054028;2,385248015
157;1226;2,39582909;-76,43218974;8/17/2012;2,16;23,2;;0;0;0;2,46;0;0;0;0;0;0;171,1359047;644,1521321;2,342701067;46,6;60,7;0,4;65,4;12,7;3,4;3;97,4;49,4;105,8571429;0,4;0,2;5,373793082;0;0,2;0;0;0;0;0;0;0;-77,49591358;-10,81685111;0;0;0;0;0;0;0;0;2,46;2498;0;0;1;;;Sulfatada;0;-999;-76,43218974;2,395829093
158;1209;2,47666448;-76,3770742;8/22/2012;0,2;46,3;;0;2344,84;0,39;6,43;6870;1922;2344,84;0;0;0;1558,943777;648,3563278;-999;124;30;6,5;1570;100;0,1;0,2;-999;60,5;129,6428571;30;4,5;0,577248097;0;-999;0;0;0;0;0;0;0;-76,80987485;-9,869578657;0;0;0;0;0;0;0;0;6,43;6870;0;0;1;Se obervan óxidos de hierro;Óxidos de Hierro;Clorurada-Bicarbonatada;0;-999;-76,37707421;2,476664476
159;1212;2,47650137;-76,37643594;8/22/2012;0,66;52,9;;0;2389,98;0,527;6,56;7140;1959;2389,98;0;0;0;1340;707,4229931;-999;120;28;9;1605;102;0,4;0,2;-999;54,3;116,3571429;31,1;4,5;0,57075376;0;-999;0;0;0;0;0;0;0;-75,51250036;-9,626374297;0;0;0;0;0;0;0;0;6,56;7140;0;0;1;Hay óxidos de hierro en el lecho del manantial. Se observa flujo moderado de gases;Óxidos de Hierro;Bicarbonatada-Clorurada;0;-999;-76,37643594;2,476501375
160;1237;2,30405625;-76,48667318;9/3/1997;0,5;66;;0;0;0;5,4;0;0;0;0;0;0;0;0;0;29;5,6;0;442;92;0,8;0,8;0,4;95;203,5714286;0;1,6;0;0;0,1;0;0;0;0;0;0;0,2;0;0;0;0;0;0;0;0;0;0;5,4;3640;0;0;1;;;;0;0;-76,48667318;2,304056251
161;1229;2,34054541;-76,31346585;8/15/2012;0;34,3;Fuerte;0;0;18,58;4,7;1791;0;0;0;0;0;14,99573781;1182,50722;1,021010771;288;67,6;0,8;67,6;8,9;-999;2,1;-999;49,3;105,6428571;-999;-999;0,465073745;0;-999;0;0;0;0;0;0;0;-82,85646168;-12,29066012;0;0;0;0;0;0;0;0;4,7;1791;0;0;1;Fuerte olor a azufre. Burbujeo abundante, color del sustrato amarillo azufre y óxido de hierro.;;Sulfatada;0;0,30846814;-76,31346586;2,340545406
162;1239;2,31701484;-76,26134716;8/15/2012;0;34,8;;0;1127,28;0;6,61;2028;924;1127,28;0;0;0;158;159;-999;61,7;43,3;2;338;25,5;3,3;0,3;-999;67,9;145,5;3,204;1;0,478317741;0;0,1;0;0;0;0;0;0;0;-70,25047933;-9,640504103;0;0;0;0;0;0;0;0;6,61;2028;0;0;1;;Óxidos de Hierro;Bicarbonatada;0;-999;-76,26134716;2,31701484
163;1361;5,57950853;-75,09744114;2/20/2015;0,05;37,9;;0;2735;14,340588;6,48;12550;2241,8;2735;0;6122;6578;2941;1,6931;-999;620;179;6,9;1400;210;-999;0,3475;-999;82,6;176,99;6,8;9,969;0,362;0;-999;0;-999;0;0;0;0;0;-44,29055573;-6,387673603;0;0;0;0;0;0;0;0;6,48;12550;0;0;1;;;Clorurada;0;-999;-75,09744114;5,579508526
164;1381;5,70893643;-73,13727658;11/3/2015;0,3;17,9;H2S;0;0;0;3,6;135,5;0;0;0;79;1608;5,9;33,7;-999;1,2;0,5;-999;2,8;0,7;3,4;-999;-999;3,2;7;-999;-999;-999;0;-999;0;-999;0;0;0;0;0;-63,68;-7,08;0;0;0;0;0;0;0;0;3,6;135,5;0;0;1;;;Sulfatada;0;1,7;-73,13727658;5,708936433
165;982;7,43180069;-72,55419438;8/13/2010;3;42,2;Ausente;0;97,6;0;6,69;227,9;80;97,6;0;0;202;6,328950411;5,286707362;-999;24,752;3,1352;0,32;15,02;6,6;0,093;0,196;0,0079;16,39;35,12142857;-999;0,08;0,915937161;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,69;227,9;0;0;1;;;Bicarbonatada;0;-999;-72,55419438;7,43180069
166;1095;6,78293366;-72,84200188;8/15/2010;1;31;Ausente;0;878,4;0;6,51;2687;720;878,4;0;0;2218;513,6557894;195,9925859;-999;218,56;20,204;1,2;360,2;58,52;0,42;0,078;0;5,836;12,50571429;1,777599103;1,6;-999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,51;2687;0;0;1;Termal bajo derrumbe;;Clorurada-Bicarbonatada;0;-999;-72,84200188;6,782933659
167;983;7,23465448;-72,45109365;8/12/2010;1;35,1;Ausente;0;0;0;3,72;239,7;0;0;0;0;160;6,781026458;133,6968305;-999;0,4548;0,9052;0,08;9,584;16,84;32,99;0,25;3,496;6,902;14,79;-999;0,04;-999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,72;239,7;0;0;1;;;Sulfatada;0;-999;-72,45109365;7,234654479
168;984;7,03184445;-76,3553348;4/15/2013;4;26,1;Fuerte;0;1415,2;503,22;8,3;15890;1160;1415,2;0;9480;0;5072,47;636;3,05;24;18,44;6,4265;3332;40;-999;0,37;-999;12,62;27,04285714;75,63;1,358;-999;0;-999;0;0;0;0;0;0;0;-28,01;-0,45;0;0;0;0;0;0;0;0;7,97;16290;0;0;1;"Manantial No Termal
balance ionico 10,39";Azufre Coloidal;Clorurada;0;-999;-76,3553348;7,031844446
169;985;7,01381482;-76,35500931;4/15/2013;8,3;28,4;Fuerte;0;1751;522,57;8,3;14820;1435,245902;1751;0;8984;0;4405;725,9;3,65;30,7;23,5;5,763;3122;41,3;-999;-999;-999;39,43;84,49285714;71,065;2,067;-999;0;-999;0;71,065;0;0;0;0;0;-28,53;-1,2;0;0;0;0;0;0;0;0;7,84;15200;0;0;1;"Manantial No Termal
balance ionico 10,26";Azufre Coloidal;Clorurada;0;0,89;-76,35500931;7,013814819
170;1096;6,41405397;-75,15014805;4/13/2013;1,52;31,6;Ausente;28;66;0;9,34;371;100,7650273;66;28;235;0;23,18;26,94;0,6014;-999;-999;-999;69,3025;-999;-999;0,39125;-999;22,48;48,17142857;-999;0,114;4,76;0;0,09;0;0;0;0;0;0;0;-72,06;-10,36;0;0;0;0;0;0;0;0;9,34;371;0;0;1;;;Bicarbonatada;0;-999;-75,15014805;6,414053969
171;986;6,90174927;-76,32957367;4/11/2013;2;29,7;Fuerte;0;1439,6;490,9;8,3;17510;1180;1439,6;0;12444;0;3446,23;2469;-999;23,63;22,73;3,77;4023,25;118,52;-999;-999;-999;57,35;122,8928571;84,2;7,517;-999;0;-999;0;0;0;0;0;0;0;-37,62;-1,84;0;0;0;0;0;0;0;0;7,39;17920;0;0;1;;Azufre Coloidal;Clorurada;0;-999;-76,32957367;6,901749266
172;987;7,02182347;-75,95077524;4/9/2013;1,5;35,1;Ausente;62,126;0;0,18;9,65;302;104;0;62,126;240;0;5,51;12,09;-999;-999;-999;-999;55,155;-999;-999;3,05;-999;17,28;37,02857143;-999;-999;4,4;0;-999;0;0;0;0;0;0;0;-90,2;-12,56;0;0;0;0;0;0;0;0;9,65;325;0;0;1;Alcalinidad calculada a pártir de CO3 = 53 y OH = 5,17mg/L;;Bicarbonatada;0;-999;-75,95077524;7,02182347
173;1097;6,60617344;-72,71584702;8/17/2010;1,8;34,9;Leve;0;414,8;0;6,39;1283;340;414,8;0;0;844;216,1488265;41,13734911;-999;20,596;17,164;0,8;202,56;52,64;0,112;0,112;0;9,523;20,40642857;1,240364972;1,2;-999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,39;1283;0;0;1;;;Bicarbonatada-Clorurada;0;8,88455596;-72,71584702;6,606173442
174;1098;5,68756635;-74,96685318;2/17/2015;0,25;43,6;;0;1527,65655;0,182682;6,46;9612;0;1527,65655;0;2490;2556;834,94;8,1565;10,6283;253,8;29,76;1,366;611;69,36;-999;0,3915;-999;46,145;98,879506;7,5;3,258;0,3948;0;-999;0;0;0;0;0;0;0;-56,51044316;-7,587629017;0;0;0;0;0;0;0;0;6,46;9612;0;0;1;;Carbonatos;Bicarbonatada;0;-999;-74,96685318;5,687566354
175;1099;5,68779205;-74,96707919;2/17/2015;0,5;36,3;;0;1512,02835;0,361896;6,18;5468;0;1512,02835;0;2446;2522;821,61;8,2794;8,6252;249,2;30,44;1,354;610;65,7;-999;0,4065;-999;45,33;97,133124;7,2;3,208;0,3704;0;-999;0;0;0;0;0;0;0;-50,24789398;-7,272274685;0;0;0;0;0;0;0;0;6,18;5468;0;0;1;;;Bicarbonatada;0;-999;-74,96707919;5,687792046
176;1100;5,7567289;-73,1095736;5/2/2001;1;52,7;Leve;0;2580;0;6,8;0;2114,754098;2580;0;0;0;5253;19750;0;77;18;4,6;12250;1500;0,4;1,7;0;29;62,14285714;4,8;18;14,8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,8;42900;0;0;1;;;Sulfatada;0;0;-73,1095736;5,756728904
177;1101;5,75674747;-73,10986244;3/13/2009;1;53,4;Leve;0;2562;0;7,06;42700;2100;2562;0;39310;39310;7985;14020;1,4;82;1,6;-999;11205;1320;-999;1,66;-999;27,2;58,28571429;4,98;22;15,54;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;39700;0;0;1;;;Sulfatada;0;-999;-73,10986244;5,756747471
178;1102;5,72631371;-73,11543748;6/23/2001;1;75,5;Moderado;0;1420;0;7,4;22000;1163,934426;1420;0;0;0;2378;8250;0;100;22,5;2,4;5500;725;-999;0,2;0;36;77,14285714;2,4;10,6;18,7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7,4;22000;0;0;1;;;Sulfatada;0;0;-73,11543748;5,72631371
179;1103;5,69524093;-73,1119233;6/19/2001;6;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-73,4;-10,19;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;0;0;-73,1119233;5,695240929
180;1104;5,75637089;-73,11101589;5/2/2001;0;62,2;Leve;0;2640;0;7;0;2163,934426;2640;0;0;0;5333;20937;0;100;17;4,6;13000;1500;0,4;1,8;0;30;64;4,9;20;15,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;44100;0;0;1;;;Sulfatada;0;0;-73,1110159;5,756370888
181;1105;5,75659306;-73,10874072;5/4/2001;0;30,2;Leve;0;1402;0;6,3;27600;1149,180328;1402;0;0;0;3009;13062;0;100;20;1,6;6883;810;-999;2,9;0;10;21,42857143;2,1;10;1,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6,3;27600;0;0;1;;;Sulfatada;0;0;-73,10874072;5,756593057
182;1106;5,71020029;-73,11329607;6/22/2001;0;0;Ausente;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-62,9;-14,52;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;0;0;-73,11329607;5,71020029
183;1232;2,30795173;-76,50426503;8/14/2012;0;37,2;;0;430,66;0;6,86;1001;353;430,66;0;0;0;93,9;109,1211526;1,332845902;23;16,05;0,45;173;29,2;0,1;-999;-999;67,3;144,2142857;2,22;0,45;0,407523037;0;0,1;0;0;0;0;0;0;0;-76,25431439;-11,05595777;0;0;0;0;0;0;0;0;6,86;1001;0;0;1;Peces de 4 a 5 cms. De longitud y algas;;Bicarbonatada;0;0,303649743;-76,50426503;2,307951734
184;1233;2,3070843;-76,50609034;8/14/2012;0,14;30,9;;0;1594,54;0;7,1;7690;1307;1594,54;0;0;0;1140;1088;-999;76;16;2;1795;65;0,3;0,4;-999;75,9;162,6428571;30,6;4,5;1,145149582;0;0,1;0;0;0;0;0;0;0;-80,07784409;-9,154858301;0;0;0;0;0;0;0;0;7,1;7690;0;0;1;Presenta burbujeo leve;;Clorurada-Bicarbonatada;0;-999;-76,50609034;2,3070843
185;1235;2,30587302;-76,50740334;8/14/2012;0;33;;0;501,42;0;6,63;1316;411;501,42;0;0;0;163,5;150;1,512633836;28;17,4;0,6;228;25,4;-999;0,1;-999;57,3;122,7857143;3,306;0,4;0,465010053;0;0,1;0;0;0;0;0;0;0;-76,14009584;-10,36933042;0;0;0;0;0;0;0;0;6,63;1316;0;0;1;;;Bicarbonatada;0;-999;-76,50740334;2,305873025
186;1070;5,5799023;-75,12859641;2/21/2015;0,25;36,3;Ausente;0;1058,81055;8,6;6,18;5468;867,878;1058,81055;0;2784;2836;786,73;471,1;2,0014;170,7;46,44;5,953;624,4;86,44;0,7305;0,2135;-999;31,925;68,40889;3,6;3,126;0,4745;0;-999;0;3,9;0;0;0;0;0;-52,59404857;-8,519469067;0;0;0;0;0;0;0;0;6,18;5468;0;0;1;;Óxidos de Hierro;Clorurada-Bicarbonatada;0;-999;-75,12859641;5,579902302
187;1201;5,09117645;-73,63967316;8/31/2003;0;58,3;Moderado;0;133;0;7,43;234;109,0163934;133;0;220;0;2,91;2,53;-999;33,9;3,33;0,113;6,68;2,85;-999;0,059;0,0073;0;34,2;-999;0,025;0,306;-999;0;-999;-999;0;-999;-999;-999;-999;-71,4;-10,385;0;0;0;0;0;0;0;0;7,23;234;0,236;0;1;;;Bicarbonatada;0;-999;-73,63967316;5,091176451
